byg:cika_woods	Cika Woods	BYG_Cika_Woods.png	A cold coniferous forest, the first ever biome created in BYG.  Top blocks are podzol, grass, and coarse dirt.	https://oh-the-biomes-youll-go.fandom.com/wiki/Cika_Woods
byg:cold_swamplands	Cold Swamplands	BYG_Cold_Swamplands.png	A brown and murky swamp found in colder climates around the world.	https://oh-the-biomes-youll-go.fandom.com/wiki/Cold_Swamplands
byg:coniferous_forest	Coniferous Forest	BYG_Coniferous_Forest.png	Another similar biome to Biomes O'Plenty.  Cold forest inspired by coniferous forests from around the world.	https://oh-the-biomes-youll-go.fandom.com/wiki/Coniferous_Forest
byg:crag_gardens	Crag Gardens	BYG_Crag_Gardens.png	An elevated rare and magical rocky biome found in warmer climates with an abundance of Rainbow Eucalyptus Trees.	https://oh-the-biomes-youll-go.fandom.com/wiki/Crag_Gardens
byg:cypress_swamplands	Cypress Swamplands	BYG_Cypress_Swamplands.png	Swamp inspired by the Giant Cypress Swamp found in southern Delaware.	https://oh-the-biomes-youll-go.fandom.com/wiki/Cypress_Swamplands
byg:dead_sea	Dead Sea	BYG_Dead_Sea.png	A thick fog covers this area where nothing grows.  Top blocks are black sand. Somewhat rare ocean biome with a desert climate.  Spooky wasteland.	https://oh-the-biomes-youll-go.fandom.com/wiki/Dead_Sea
byg:deciduous_forest	Deciduous Forest	BYG_Deciduous_Forest.png	A warm overworld forest inspired by the many deciduous forests found around the world.	https://oh-the-biomes-youll-go.fandom.com/wiki/Deciduous_Forest
byg:dover_mountains	Dover Mountains	BYG_Dover_Mountains.png	A unique biome inspired by the White Cliffs of Dover in England filled with Dacite.  A cold coniferous mountain biome.  The top blocks are overgrown dacite, podzol, and more dacite.	https://oh-the-biomes-youll-go.fandom.com/wiki/Dover_Mountains
byg:dunes	Dunes	BYG_Dunes.png	A hilly desert inspired from areas around the world.	https://oh-the-biomes-youll-go.fandom.com/wiki/Dunes
byg:ebony_woods	Ebony Woods	BYG_Ebony_Woods.png	A lush and dense forest filled with Ebony trees and bushes inspired from their native land of India.	https://oh-the-biomes-youll-go.fandom.com/wiki/Ebony_Woods
byg:enchanted_forest	Enchanted Forest	BYG_Enchanted_Forest.png	A warm magical fantasy forest with glowing leaves.  Typically rare.	https://oh-the-biomes-youll-go.fandom.com/wiki/Enchanted_Forest
byg:evergreen_taiga	Evergreen Taiga	BYG_Evergreen_Taiga.png	An evergreen forest filled with Holly trees like those found in Massachusetts.  An icy coniferous forest.	https://oh-the-biomes-youll-go.fandom.com/wiki/Evergreen_Taiga
byg:glowshroom_bayou	Glowshroom Bayou	BYG_Glowshroom_Bayou.png	A rare magical mutation of the Bayou filled with Glowshrooms.	https://oh-the-biomes-youll-go.fandom.com/wiki/Glowshroom_Bayou
byg:grassland_plateau	Grassland Plateau	BYG_Grassland_Plateau.png	A warm plains biome similar to Biome O'Plenty's Highlands.  An elevated and relatively flat plateau scattered with trees and covered in grass.	https://oh-the-biomes-youll-go.fandom.com/wiki/Grassland_Plateau
byg:great_lakes	Great Lakes	BYG_Great_Lakes.png	A vast lake scattered with islands inspired by the Great Lakes found in the northern United States and Canada.	https://oh-the-biomes-youll-go.fandom.com/wiki/Great_Lakes
byg:guiana_shield	Guiana Shield	BYG_Guiana_Shield.png	An elevated jungle based off the Guiana Shield found in South America.	https://oh-the-biomes-youll-go.fandom.com/wiki/Guiana_Shield
byg:jacaranda_forest	Jacaranda Forest	BYG_Jacaranda_Forest.png	A jungle filled with Indigo and Pink Jacaranda trees with occasional bamboo.	https://oh-the-biomes-youll-go.fandom.com/wiki/Jacaranda_Forest
byg:lush_tundra	Lush Tundra	BYG_Lush_Tundra.png	A lush, icy plainslike biome with frozen lakes.	https://oh-the-biomes-youll-go.fandom.com/wiki/Lush_Tundra
byg:mangrove_marshes	Mangrove Marshes	BYG_Mangrove_Marshes.png	Swamp inspired by the several mangrove swamps on shores found across the world.	https://oh-the-biomes-youll-go.fandom.com/wiki/Mangrove_Marshes
byg:maple_taiga	Maple Taiga	BYG_Maple_Taiga.png	A taiga filled with Maple trees like those found in the northeastern United States and southeastern Canada.	https://oh-the-biomes-youll-go.fandom.com/wiki/Maple_Taiga
byg:meadow	Meadow	BYG_Meadow.png	A vibrant green meadow.	https://oh-the-biomes-youll-go.fandom.com/wiki/Meadow
byg:mojave_desert	Mojave Desert	BYG_Mojave_Desert.png	Based off the Mojave Desert found in the American Southwest, this biome is home to the Joshua Tree.  A hot, dry, sandy biome.	https://oh-the-biomes-youll-go.fandom.com/wiki/Mojave_Desert
byg:orchard	Orchard	BYG_Orchard.png	A forest filled with apple orchard trees.	https://oh-the-biomes-youll-go.fandom.com/wiki/Orchard
byg:prairie	Prairie	BYG_Prairie.png	A prairie biome like those founds in the Mississippi River valley.	https://oh-the-biomes-youll-go.fandom.com/wiki/Prairie
byg:red_desert	Red Desert	BYG_Red_Desert.png	A desert full of red sand inspired by the red desert in Wyoming.  Red sand is great for Botania hourglasses too, y'know, but some people just hate pretty, functional flowers.  =(	https://oh-the-biomes-youll-go.fandom.com/wiki/Red_Desert
byg:red_oak_forest	Red Oak Forest	BYG_Red_Oak_Forest.png	An oak forest with red oaks.	https://oh-the-biomes-youll-go.fandom.com/wiki/Red_Oak_Forest
byg:red_rock_mountains	Red Rock Mountains	BYG_Red_Rock_Mountains.png	A mountainous desert biome inspired by the Red Rock Mountains/Canyon outside Las Vegas, Nevada.	https://oh-the-biomes-youll-go.fandom.com/wiki/Red_Rock_Mountains
byg:redwood_tropics	Redwood Tropics	BYG_Redwood_Tropics.png	A dense forest inspired by the unique Redwood trees founds in California.  Normally rarely spawns.	https://oh-the-biomes-youll-go.fandom.com/wiki/Redwood_Tropics
byg:rose_fields	Rose Fields	BYG_Rose_Fields.png	A plain covered with rose bushes and other red flowers.  A warm, lush plains biome.  Typically fairly rare.	https://oh-the-biomes-youll-go.fandom.com/wiki/Rose_Fields
byg:seasonal_birch_forest	Seasonal Birch Forest	BYG_Seasonal_Birch.png	A colorful birch forest that feels like autumn.	https://oh-the-biomes-youll-go.fandom.com/wiki/Seasonal_Birch
byg:seasonal_deciduous_forest	Seasonal Deciduous Forest	BYG_Seasonal_Deciduous.png	A colorful deciduous forest that feels like autumn.  	https://oh-the-biomes-youll-go.fandom.com/wiki/Seasonal_Deciduous
byg:seasonal_forest	Seasonal Forest	BYG_Seasonal_Forest.png	A colorful oak forest that feels like autumn.	https://oh-the-biomes-youll-go.fandom.com/wiki/Seasonal_Forest
byg:seasonal_taiga	Seasonal Taiga	BYG_Seasonal_Taiga.png	A colorful taiga forest that feels like autumn with a mix of Aspen and Pine.	https://oh-the-biomes-youll-go.fandom.com/wiki/Seasonal_Taiga
byg:shattered_glacier	Shattered Glacier	BYG_Shattered_Glacier.png	An interesting biome to find black ice.  Rare, snowy, icy biome.	https://oh-the-biomes-youll-go.fandom.com/wiki/Shattered_Glacier
byg:shrublands	Shrublands	BYG_Shrublands.png	Similar to Biomes O'Plenty's version, it is a dry desertlike plains with sparse trees.  The top blocks are a mix of teracotta, grass, and coarse dirt.  Based off the Sierra Nevada Mountains.	https://oh-the-biomes-youll-go.fandom.com/wiki/Shrublands
byg:sierra_valley	Sierra Valley	BYG_Sierra_Valley.png	A dry, hot desert based off the Sierra Nevada Mountains.	https://oh-the-biomes-youll-go.fandom.com/wiki/Sierra_Valley
byg:skyris_highlands	Skyris Highlands	BYG_Skyris_Highlands.png	An interesting elevated fantasy biome with trees that somehow resemble Acacias… a mutation? Who knows.  An extreme hills biome.	https://oh-the-biomes-youll-go.fandom.com/wiki/Skyris_Highlands
byg:snowy_blue_taiga	Snowy Blue Taiga	BYG_Snowy_Blue_Taiga.png	A snowy variant of the Blue Taiga.	https://oh-the-biomes-youll-go.fandom.com/wiki/Snowy_Blue_Taiga
byg:snowy_coniferous_forest	Snowy Coniferous Forest	BYG_Snowy_Coniferous_Forest.png	A snowy variant of the Coniferous Forest.	https://oh-the-biomes-youll-go.fandom.com/wiki/Snowy_Coniferous_Forest
byg:snowy_deciduous_forest	Snowy Deciduous Forest	BYG_Snowy_Deciduous_Forest.png	A snowy variant of the Deciduous Forest.	https://oh-the-biomes-youll-go.fandom.com/wiki/Snowy_Deciduous_Forest
byg:snowy_evergreen_taiga	Snowy Evergreen Taiga	BYG_Snowy_Evergreen.png	A snowy taiga with evergreens.	https://oh-the-biomes-youll-go.fandom.com/wiki/Snowy_Evergreen
byg:stone_forest	Stone Forest	BYG_Stone_Forest.png	A warm, dense overworld biome with tall plateaus.	https://oh-the-biomes-youll-go.fandom.com/wiki/Stone_Forest
byg:the_black_forest	The Black Forest	BYG_The_Black_Forest.png	Biome inspired by the dense Black Forest found in Germany filled with Pine and scattered with Aspen and conifers.  Top blocks are peat, coarse dirt, and grass.	https://oh-the-biomes-youll-go.fandom.com/wiki/The_Black_Forest
byg:tropical_fungal_forest	Tropical Fungal Rainforest	BYG_Tropical_Fungal_Rainforest.png	A mutated variant of the Tropical Rainforest overgrown with fungi.  A warm, dense magical jungle.	https://oh-the-biomes-youll-go.fandom.com/wiki/Tropical_Fungal_Rainforest
byg:tropical_rainforest	Tropical Rainforest	BYG_Tropical_Rainforest.png	A biome inspired by tropical rainforests from around the world.  Magical.	https://oh-the-biomes-youll-go.fandom.com/wiki/Tropical_Rainforest
byg:twilight_valley	Twilight Valley	BYG_Twilight_Valley.png	A cold magical wasteland.  Somewhat rare normally.  Top blocks are peat and grass.	https://oh-the-biomes-youll-go.fandom.com/wiki/Twilight_Valley
byg:vibrant_swamplands	Vibrant Swamplands	BYG_Vibrant_Swamplands.png	A vibrant swamp that feels full of life.	https://oh-the-biomes-youll-go.fandom.com/wiki/Vibrant_Swamplands
byg:weeping_witch_forest	Weeping Witch Forest	BYG_Weeping_Witch_Forest.png	People say they hear the screams of witches who were killed in Salem, some even claim to have seen witches through its dense fog wandering these woods...	https://oh-the-biomes-youll-go.fandom.com/wiki/Weeping_Witch_Forest
byg:woodlands	Woodlands	BYG_Woodlands.png	A rather dense forest with big bushy trees.  This one is also magical.	https://oh-the-biomes-youll-go.fandom.com/wiki/Woodlands
byg:zelkova_forest	Zelkova Forest	BYG_Zelkova_Forest.png	Uniquely shaped Zelkovas live on this land in high numbers.	https://oh-the-biomes-youll-go.fandom.com/wiki/Zelkova_Forest
